observation_date,FMPNSA
2012-05-01,1.9397804513573600
2012-06-01,2.5407735258340800
2012-07-01,2.3821264505386299
2012-08-01,2.5074169039726200
2012-09-01,2.4803375825285903
2012-10-01,2.1112140268087298
2012-11-01,1.9591769203543601
2012-12-01,1.8334699794650000
2013-01-01,1.8444456160068501
2013-02-01,2.1235490217804900
2013-03-01,2.0878698676824499
2013-04-01,1.8589183688163695
2013-05-01,2.1933894604444499
2013-06-01,2.3966450244188300
2013-07-01,2.3214809596538499
2013-08-01,2.5299673900008202
2013-09-01,2.4581193923950102
2013-10-01,2.1561942994594503
2013-11-01,2.0069826394319499
2013-12-01,1.6486508771777102
2014-01-01,2.2725934162735899
2014-02-01,2.0157178863883001
2014-03-01,1.9806101918220500
2014-04-01,1.9784398376941601
2014-05-01,2.1980220451951000
2014-06-01,2.4854691699147198
2014-07-01,2.5549434125423400
2014-08-01,2.6089312508702198
2014-09-01,2.7453964576125101
2014-10-01,2.3832434788346202
2014-11-01,2.1614436060190201
2014-12-01,1.7962155863642599
2015-01-01,2.1633928641676898
2015-02-01,2.1283233538270001
2015-03-01,2.2964410483837101
2015-04-01,2.2770831361413002
2015-05-01,2.2453956305980598
2015-06-01,2.7127986773848498
2015-07-01,2.8418935835361401
2015-08-01,2.4529956281185101
2015-09-01,2.7310319244861598
2015-10-01,2.5741539895534502
2015-11-01,2.1797044202685303
2015-12-01,1.9565250724554000
2016-01-01,2.2029127925634300
2016-02-01,2.1054679527878699
2016-03-01,2.0803369581699300
2016-04-01,2.1013025194406501
2016-05-01,2.0600484684109599
2016-06-01,2.6858698576688700
2016-07-01,2.5960512459278098
2016-08-01,2.4735467508435200
2016-09-01,3.0485158786177600
2016-10-01,2.2962976247072202
2016-11-01,2.1215019747614803
2016-12-01,1.9530229270458199
2017-01-01,2.0313091576099400
2017-02-01,2.2323193028569199
2017-03-01,2.3051930591464003
2017-04-01,2.0475558936595899
2017-05-01,2.3365851491689602
2017-06-01,2.5410909205675103
2017-07-01,2.5438256561756099
2017-08-01,2.3784674704074802
2017-09-01,3.0399784445762599
2017-10-01,2.2547481581568700
2017-11-01,2.0705612376332199
2017-12-01,1.7396414652466701
2018-01-01,2.1408941596746400
2018-02-01,2.2444149479269901
2018-03-01,2.1090310066938400
2018-04-01,1.9329972565174096
2018-05-01,2.0794235169887503
2018-06-01,2.5695409625768599
2018-07-01,2.5284461677074401
2018-08-01,2.7007054537534700
2018-09-01,2.4323303252458501
2018-10-01,2.1190412342548299
2018-11-01,2.0449263975024201
2018-12-01,1.9262723624706199
2019-01-01,2.2105334326624799
2019-02-01,2.3235000669956198
2019-03-01,2.2553039714694001
2019-04-01,1.8894677981734200
2019-05-01,2.3246748372912398
2019-06-01,2.2113557904958703
2019-07-01,2.6908963918685900
2019-08-01,2.6288012042641600
2019-09-01,2.5018095970153800
2019-10-01,2.2413773462176301
2019-11-01,2.1045187488198200
2019-12-01,1.9683156162500304
2020-01-01,2.3502891883253998
2020-02-01,2.1524848416447599
2020-03-01,2.1344130858778900
2020-04-01,1.7804494127631101
2020-05-01,1.7753705382347100
2020-06-01,1.9006647169590001
2020-07-01,2.1585749462246802
2020-08-01,2.3377284407615599
2020-09-01,2.3454817011952400
2020-10-01,2.4489965289831099
2020-11-01,2.2258037701249100
2020-12-01,1.8482470884919100
2021-01-01,2.0009795203804899
2021-02-01,2.2009035572409599
2021-03-01,2.2515639662742601
2021-04-01,2.2545590996742200
2021-05-01,2.0368721336126301
2021-06-01,2.3131225258111900
2021-07-01,2.8601378202438301
2021-08-01,2.4151895195245703
2021-09-01,3.1224077567458099
2021-10-01,2.3324826732277799
2021-11-01,2.2779522463679300
2021-12-01,2.0044161006808201
2022-01-01,2.4483028799295403
2022-02-01,2.3712927475571601
2022-03-01,2.3647377267479901
2022-04-01,2.4076001718640301
2022-05-01,2.3484677076339699
2022-06-01,2.6453865692019400
2022-07-01,2.5052113458514200
2022-08-01,2.7413949370384199
2022-09-01,2.9823014512658097
2022-10-01,2.4650158360600400
2022-11-01,2.2909820079803400
2022-12-01,1.9865028560161500
2023-01-01,2.1865185350179601
2023-02-01,2.4255929514765699
2023-03-01,2.3285457864403702
2023-04-01,1.9328532740473696
2023-05-01,2.0804226398468000
2023-06-01,2.6500526815652798
2023-07-01,2.7185784652829099
2023-08-01,2.3409070447087199
2023-09-01,2.8779620304703699
2023-10-01,2.1598180755972800
2023-11-01,2.2879553958773600
2023-12-01,1.7635881900787302
2024-01-01,2.0958006381988503
2024-02-01,2.1613268181681602
2024-03-01,2.0109411329030902
2024-04-01,2.1017994731664600
2024-05-01,2.2870169952511699
2024-06-01,2.3234305903315500
2024-07-01,2.3708958178758599
2024-08-01,2.7808127924799897
2024-09-01,2.7234045788645700
2024-10-01,2.4285839870572001
2024-11-01,1.9904125481843900
2024-12-01,1.8011303618550301
