date,price_index,predicted_price_index,med_real_wage_index,predicted_med_real_wage_index,real_wage_index_1,predicted_real_wage_index_1,real_wage_index_2,predicted_real_wage_index_2,real_wage_index_3,predicted_real_wage_index_3,real_wage_index_4,predicted_real_wage_index_4
2018-01-01,1.03640508250827,1.0382814099628292,1.0345615632810874,1.0328956201614758,1.0459696351066707,1.04557342836236,1.0331866808663537,1.0309591156121876,1.031128156312255,1.0294458341695245,1.0309567942903946,1.028334638697975
2018-02-01,1.0383599747618393,1.0400687235142563,1.0353674590533113,1.0340303087786733,1.0473064176697346,1.047306894343961,1.0338196320539303,1.0319102962371745,1.0318456119790633,1.030446044870455,1.0316741307240573,1.0292372272969195
2018-03-01,1.0403769455441667,1.041856037065683,1.0362019406742544,1.035164997395871,1.0485860534802098,1.0490403603255618,1.0344808969340338,1.0328614768621616,1.0325056142113047,1.0314462555713855,1.0323340232712743,1.030139815895864
2018-04-01,1.042519251865196,1.04364335061711,1.0368301429750502,1.0362996860130687,1.0497449793477958,1.0507738263071627,1.0350220262515593,1.0338126574871485,1.0329598449492556,1.0324464662723158,1.0327881785211328,1.0310424044948083
2018-05-01,1.0449360908929923,1.045430664168537,1.0371905377160484,1.0374343746302663,1.0506335217024407,1.0525072922887637,1.0352957401609915,1.0347638381121356,1.0331471326180366,1.0334466769732464,1.032975435064788,1.0319449930937528
2018-06-01,1.0473808500986157,1.0472179777199637,1.0376151806779377,1.038569063247464,1.0517624558911463,1.0542407582703646,1.035461387564023,1.0357150187371225,1.0333983308767898,1.0344468876741768,1.0331407112188142,1.0328475816926972
2018-07-01,1.0498719798021068,1.0490052912713907,1.0379135421880543,1.0397037518646615,1.0527643966126756,1.0559742242519656,1.0355869623522211,1.0366661993621096,1.0336095676601778,1.0354470983751072,1.0331801137953156,1.0337501702916416
2018-08-01,1.052184256220509,1.0507926048228176,1.0383943140460268,1.0408384404818591,1.0539523480973887,1.0577076902335665,1.0358944379886321,1.0376173799870965,1.0340024010318396,1.0364473090760378,1.033315056548655,1.034652758890586
2018-09-01,1.054229049276318,1.0525799183742446,1.039143914823288,1.0419731290990568,1.0555021110473382,1.0594411562151675,1.0365560770434974,1.0385685606120836,1.0344908321451527,1.0374475197769681,1.033717220412414,1.0355553474895305
2018-10-01,1.0564183601278545,1.0543672319256714,1.0398421269687963,1.0431078177162545,1.0570013004678132,1.0611746221967684,1.0369939484103907,1.0395197412370705,1.0349278310926695,1.0384477304778987,1.0341538925638853,1.036457936088475
2018-11-01,1.0583087579067507,1.0561545454770984,1.0409256717933162,1.0442425063334522,1.0588940605636803,1.0629080881783692,1.0377294781444932,1.0404709218620576,1.0358340752160553,1.039447941178829,1.0349734334274039,1.0373605246874193
2018-12-01,1.060074705613191,1.0579418590285252,1.0422225994766605,1.0453771949506496,1.061006223285004,1.0646415541599703,1.0385907565911692,1.0414221024870445,1.0369523076732359,1.0404481518797595,1.0358324244552846,1.0382631132863638
2019-01-01,1.0613888354886694,1.0597291725799522,1.0439682520071363,1.0465118835678473,1.0636664142572148,1.0663750201415712,1.0398981156742273,1.0423732831120316,1.0385165214150152,1.04144836258069,1.0371363114002083,1.0391657018853082
2019-02-01,1.0627322543853714,1.061516486131379,1.0456896113019123,1.047646572185045,1.0663055212765407,1.0681084861231722,1.0411800207262218,1.0433244637370185,1.0401424579170342,1.0424485732816204,1.0385011306866663,1.0400682904842524
2019-03-01,1.0644000234491644,1.063303799682806,1.0470963081049374,1.0487812608022427,1.068538427369331,1.069841952104773,1.0421475058122094,1.0442756443620056,1.0415416925029273,1.0434487839825508,1.039466126494999,1.0409708790831969
2019-04-01,1.066174541026333,1.065091113234233,1.0484896045529568,1.0499159494194403,1.070760325299175,1.0715754180863741,1.043100711834009,1.0452268249869925,1.04292759781975,1.0444489946834814,1.0404168799782687,1.0418734676821413
2019-05-01,1.0677701694530712,1.06687842678566,1.0500635565124987,1.0510506380366378,1.0731695793729736,1.073308884067975,1.0443193935472002,1.0461780056119796,1.044493200310343,1.0454492053844118,1.0415458542569191,1.0427760562810857
2019-06-01,1.0692572128327147,1.0686657403370867,1.0518363994613176,1.0521853266538355,1.0756958840711421,1.0750423500495758,1.0457349161687992,1.0471291862369665,1.0461697186675216,1.0464494160853424,1.0427842679266586,1.0436786448800301
2019-07-01,1.0708845611268902,1.0704530538885138,1.053476231149935,1.0533200152710331,1.0780889539376308,1.076775816031177,1.0471041990897387,1.0480803668619536,1.0478007158998115,1.0474496267862727,1.0439761540052201,1.0445812334789746
2019-08-01,1.0724352387479577,1.0722403674399406,1.0551964887757745,1.0544547038882308,1.0804773784187907,1.0785092820127777,1.0485526540677745,1.0490315474869405,1.049424515309772,1.048449837487203,1.0452465375334634,1.045483822077919
2019-09-01,1.073940667662459,1.0740276809913674,1.056966296865902,1.0555893925054285,1.08300889692093,1.0802427479943788,1.0502240620123222,1.0499827281119276,1.0511846424680118,1.0494500481881337,1.0465647483704208,1.0463864106768634
2019-10-01,1.0754924883896901,1.0758149945427944,1.058695484509535,1.0567240811226262,1.0854115336657744,1.0819762139759797,1.051767434635048,1.0509339087369145,1.052904371375473,1.050450258889064,1.047754391837789,1.0472889992758079
2019-11-01,1.0773676905590277,1.0776023080942212,1.06002334041849,1.0578587697398236,1.0875855396019367,1.0837096799575805,1.0529991063893187,1.0518850893619016,1.0542249638513568,1.0514504695899947,1.048458398753792,1.0481915878747523
2019-12-01,1.0794501771869458,1.0793896216456482,1.0612404321060263,1.0589934583570213,1.0896483930202352,1.0854431459391816,1.0540329717560921,1.0528362699868885,1.0552600328008939,1.052450680290925,1.0490517910450579,1.0490941764736967
2020-01-01,1.081710064030867,1.081176935197075,1.0622886318766915,1.060128146974219,1.0916307949390527,1.0871766119207824,1.054986400057013,1.0537874506118756,1.056126816426046,1.0534508909918554,1.0495645218836773,1.0499967650726412
2020-02-01,1.0838191621606004,1.082964248748502,1.0634904479632075,1.0612628355914167,1.0937737292464822,1.0889100779023835,1.0562676992429791,1.0547386312368625,1.0571459827655583,1.054451101692786,1.0502281815567258,1.0508993536715856
2020-03-01,1.0851948376428002,1.0847515622999289,1.0654172253325878,1.0623975242086143,1.0965746626933277,1.0906435438839843,1.058181390807211,1.0556898118618496,1.058709330270717,1.0554513123937164,1.0516064826167897,1.05180194227053
2020-04-01,1.0855112410173688,1.086538875851356,1.0683019989718234,1.0635322128258118,1.1004573455331468,1.0923770098655854,1.061134728441039,1.0566409924868365,1.0613113411139639,1.0564515230946467,1.0540158199906982,1.0527045308694745
2020-05-01,1.0857068316928469,1.0883261894027827,1.0714028815464225,1.0646669014430095,1.104476757418509,1.0941104758471862,1.0642148071003428,1.0575921731118236,1.0641266523777133,1.0574517337955773,1.0566361409707743,1.0536071194684187
2020-06-01,1.0863417591637443,1.0901135029542097,1.0739890153651583,1.0658015900602071,1.1078786118762027,1.095843941828787,1.0668722232031438,1.0585433537368105,1.066429346782619,1.0584519444965077,1.0589226264416514,1.054509708067363
2020-07-01,1.087264024113582,1.0919008165056365,1.0762972448915487,1.0669362786774048,1.1109976365531173,1.0975774078103882,1.069253987842707,1.0594945343617976,1.0684549477937908,1.0594521551974383,1.060845800311297,1.0554122966663075
2020-08-01,1.0884424356131035,1.0936881300570636,1.0783573784339557,1.0680709672946025,1.113864053092716,1.099310873791989,1.0712116319034568,1.0604457149867845,1.0703221874171103,1.0604523658983687,1.0626114340276913,1.056314885265252
2020-09-01,1.089687871604665,1.0954754436084904,1.0803562670700722,1.0692056559118002,1.1165777698040038,1.10104433977359,1.0731081092735524,1.0613968956117716,1.0722170901111194,1.061452576599299,1.064315786082222,1.0572174738641964
2020-10-01,1.0907804338967797,1.0972627571599172,1.0825119684112339,1.0703403445289976,1.1195493857172094,1.102777805755191,1.0752493479194358,1.0623480762367585,1.0741780269980563,1.0624527873002296,1.0661736684316745,1.0581200624631408
2020-11-01,1.091843527372348,1.0990500707113442,1.0847023346615325,1.0714750331461953,1.1224671284732493,1.1045112717367918,1.0774250189060532,1.0632992568617454,1.0761726749068639,1.06345299800116,1.0681534529969072,1.0590226510620853
2020-12-01,1.09303086446423,1.100837384262771,1.086684323145035,1.072609721763393,1.1251721827230996,1.1062447377183928,1.0794833980276701,1.0642504374867325,1.0779599105607345,1.0644532087020904,1.069927370862984,1.0599252396610297
2021-01-01,1.09430160477231,1.102624697814198,1.0885882436997416,1.0737444103805907,1.127705468562457,1.1079782036999937,1.081554407210281,1.0652016181117194,1.0797588198673174,1.065453419403021,1.0715347612384443,1.0608278282599741
2021-02-01,1.0958271783137525,1.1044120113656248,1.0902433768064903,1.0748790989977883,1.1301708340725818,1.1097116696815947,1.083198845790694,1.0661527987367065,1.0813106737302352,1.0664536301039513,1.0728072845460992,1.0617304168589186
2021-03-01,1.09821848560454,1.1061993249170519,1.091042387372586,1.0760137876149858,1.131750913052131,1.1114451356631956,1.0839926936061284,1.0671039793616934,1.082103137754253,1.067453840804882,1.073058281006509,1.062633005457863
2021-04-01,1.1020153374235777,1.1079866384684787,1.0904545845179685,1.0771484762321835,1.1317990917785292,1.1131786016447967,1.0833186673036697,1.0680551599866805,1.081520150951243,1.0684540515058123,1.0720345999858987,1.0635355940568074
2021-05-01,1.106539443309653,1.1097739520199057,1.0890732312105924,1.0782831648493811,1.1312107433432395,1.1149120676263975,1.0818564460917282,1.0690063406116674,1.080150115501146,1.0694542622067427,1.0702317257112361,1.0644381826557519
2021-06-01,1.111440576105125,1.1115612655713325,1.0873428323705274,1.0794178534665788,1.1303519120475678,1.1166455336079983,1.0799579995101491,1.0699575212366546,1.0783442787765853,1.0704544729076733,1.0680873001635058,1.0653407712546963
2021-07-01,1.1163101465992544,1.1133485791227595,1.0857572053902997,1.0805525420837765,1.129828987797781,1.1183789995895994,1.0783831415255678,1.0709087018616414,1.0765928339602129,1.0714546836086036,1.065909419676695,1.0662433598536405
2021-08-01,1.1211245244468397,1.1151358926741863,1.0842478961857276,1.081687230700974,1.1295708879211086,1.1201124655712003,1.076973562353147,1.0718598824866286,1.0748282717109707,1.072454894309534,1.0638085904244545,1.067145948452585
2021-09-01,1.1261331579241398,1.1169232062256134,1.0826638298814948,1.0828219193181716,1.1292325770154032,1.1218459315528013,1.075578820979486,1.0728110631116154,1.072901284697508,1.0734551050104646,1.061460077705746,1.0680485370515294
2021-10-01,1.1319693843716965,1.1187105197770402,1.0803130592675878,1.0839566079353693,1.1281849555038543,1.1235793975344022,1.0735109422652864,1.0737622437366026,1.0702159214739106,1.074455315711395,1.0583633559207182,1.0689511256504738
2021-11-01,1.1384428634398374,1.120497833328467,1.0774821457645003,1.085091296552567,1.1266308080304974,1.1253128635160032,1.0708757545284993,1.0747134243615895,1.0670567569495686,1.0754555264123256,1.0547130063050278,1.0698537142494182
2021-12-01,1.1452513025794402,1.122285146879894,1.0744683320703976,1.0862259851697647,1.1250660929871312,1.127046329497604,1.0681465468683113,1.0756646049865766,1.0637185329384848,1.076455737113256,1.050889177582924,1.0707563028483627
2022-01-01,1.1524757068377065,1.1240724604313208,1.0712920342543861,1.087360673786962,1.1235104082665457,1.128779795479205,1.0651658457075377,1.0766157856115635,1.0601335755106451,1.0774559478141863,1.0468253070189437,1.071658891447307
2022-02-01,1.1601098205102067,1.1258597739827478,1.068055922086,1.0884953624041598,1.1216977230601688,1.130513261460806,1.0620364189711518,1.0775669662365506,1.056404591648645,1.078456158515117,1.0427098275965845,1.0725614800462515
2022-03-01,1.1683731195758682,1.1276470875341746,1.0644789976277267,1.0896300510213575,1.1196117987529313,1.1322467274424068,1.0587432851540817,1.0785181468615375,1.052254809859406,1.0794563692160473,1.0381824520515381,1.073464068645196
2022-04-01,1.17640749517196,1.1294344010856017,1.0613497827130476,1.0907647396385551,1.1180811234509962,1.133980193424008,1.0561566875838602,1.0794693274865246,1.0486389958263014,1.0804565799169779,1.0340994481558878,1.0743666572441404
2022-05-01,1.1847727294571408,1.1312217146370285,1.0582470580283085,1.0918994282557528,1.1165703474401767,1.1357136594056088,1.0536808856813866,1.0804205081115115,1.0449660424987992,1.0814567906179082,1.029878455378986,1.0752692458430848
2022-06-01,1.1936483988150752,1.1330090281884555,1.0550173693735112,1.0930341168729505,1.114917417958006,1.1374471253872098,1.0512495171181768,1.0813716887364986,1.0411718555185578,1.0824570013188386,1.0253723848007523,1.0761718344420292
2022-07-01,1.2020534926621107,1.1347963417398823,1.0524420783144546,1.094168805490148,1.113948853779784,1.1391805913688107,1.049466347528934,1.0823228693614855,1.0379411001482732,1.0834572120197692,1.0214270031535224,1.0770744230409737
2022-08-01,1.2102863635212378,1.1365836552913093,1.0502480238028828,1.0953034941073456,1.1131939337839933,1.1409140573504115,1.0480602421848875,1.0832740499864726,1.035175929205903,1.0844574227206996,1.0178604282637895,1.077977011639918
2022-09-01,1.2185549104056907,1.1383709688427361,1.048250210024854,1.0964381827245433,1.1124584327757256,1.1426475233320126,1.0467605558002342,1.0842252306114595,1.0326927101718637,1.0854576334216302,1.0145762848886908,1.0788796002388623
2022-10-01,1.2264267150001218,1.1401582823941632,1.0467296392538652,1.097572871341741,1.112226370507349,1.1443809893136134,1.0459355071826513,1.0851764112364466,1.0307671799717038,1.0864578441225605,1.0118444805398745,1.0797821888378067
2022-11-01,1.233702967744344,1.14194559594559,1.0459323426013054,1.0987075599589387,1.1125769902818778,1.1461144552952145,1.0460052876621424,1.0861275918614335,1.0296404793581608,1.087458054823491,1.0099002331549454,1.0806847774367512
2022-12-01,1.2402945380911259,1.1437329094970168,1.0458356760627279,1.099842248576136,1.113488606513837,1.1478479212768153,1.0466889490854723,1.0870787724864206,1.0291185816888975,1.0884582655244215,1.0086349414736262,1.0815873660356956
2023-01-01,1.2468702937456417,1.1455202230484438,1.045781819291977,1.1009769371933338,1.114261978071111,1.1495813872584164,1.047502689133891,1.0880299531114075,1.0287243553859833,1.0894584762253519,1.007496075180393,1.08248995463464
2023-02-01,1.2530688212747796,1.1473075365998706,1.0460718692793374,1.1021116258105315,1.1154025837500898,1.1513148532400173,1.0488355374394467,1.0889811337363946,1.0287537655496843,1.0904586869262822,1.0066894515188316,1.0833925432335845
2023-03-01,1.258222161019311,1.1490948501512976,1.0473436397814657,1.1032463144277291,1.1174066302536303,1.153048319221618,1.0508940727356972,1.0899323143613815,1.029748346357712,1.0914588976272128,1.0069943233931513,1.084295131832529
2023-04-01,1.2634029527712327,1.1508821637027244,1.0485248411864816,1.1043810030449268,1.1193159968210973,1.1547817852032192,1.0527770014826516,1.0908834949863686,1.030567861771112,1.0924591083281432,1.0073778698268387,1.0851977204314733
2023-05-01,1.2677413622737626,1.1526694772541515,1.0504225422350537,1.1055156916621245,1.121806606791977,1.15651525118482,1.0552069855354111,1.0918346756113555,1.032261889378527,1.0934593190290736,1.0086154738116166,1.0861003090304178
2023-06-01,1.270966984104228,1.1544567908055783,1.0530827424533455,1.106650380279322,1.1250205740167725,1.158248717166421,1.0582301453620273,1.0927858562363426,1.0347044906408112,1.0944595297300042,1.0108344455312654,1.0870028976293622
2023-07-01,1.2744322549455673,1.1562441043570053,1.0554704331706752,1.1077850688965196,1.1278518622445461,1.159982183148022,1.0609812912107395,1.0937370368613295,1.0370505117157809,1.0954597404309345,1.0128743237531577,1.0879054862283066
2023-08-01,1.278381636935613,1.1580314179084321,1.0574707528148233,1.1089197575137173,1.1300830559233062,1.161715649129623,1.0632564808760152,1.0946882174863166,1.0390159220630204,1.0964599511318651,1.014457333840527,1.088808074827251
2023-09-01,1.282316980503646,1.1598187314598591,1.0593208700156194,1.110054446130915,1.132247982451816,1.1634491151112238,1.065381718957406,1.0956393981113035,1.0409200702165509,1.0974601618327955,1.016063638792459,1.0897106634261955
2023-10-01,1.2857854208513644,1.161606045011286,1.0615695632114255,1.1111891347481127,1.1347455825160682,1.1651825810928247,1.0678203625709388,1.0965905787362906,1.0431297027703204,1.0984603725337259,1.0179671761963505,1.09061325202514
2023-11-01,1.2891493375989242,1.163393358562713,1.0637405592846534,1.11232382336531,1.1374434910214595,1.1669160470744258,1.0700041420371107,1.0975417593612775,1.0453496884755684,1.0994605832346565,1.0198797833620823,1.0915158406240844
2023-12-01,1.2927193785506368,1.1651806721141398,1.065753291559703,1.1134585119825078,1.1398792541735314,1.1686495130560266,1.0721176465700366,1.0984929399862646,1.0475013666861006,1.1004607939355868,1.0216400149386429,1.0924184292230286
2024-01-01,1.2960653466358698,1.1669679856655666,1.06787399727769,1.1145932005997055,1.1423369500049219,1.1703829790376277,1.0742510164985577,1.0994441206112515,1.0496728199532868,1.1014610046365174,1.0235880242928272,1.093321017821973
2024-02-01,1.2994845214459196,1.1687552992169936,1.0698570199737485,1.1157278892169031,1.1445531933287596,1.1721164450192285,1.0760673104587741,1.1003953012362386,1.051796528549654,1.1024612153374478,1.0254037341729618,1.0942236064209174
2024-03-01,1.3032477541563965,1.1705426127684206,1.0713903819075774,1.1168625778341008,1.1463838208441615,1.1738499110008296,1.0776095732296775,1.1013464818612255,1.053566195309136,1.1034614260383782,1.0266177731774138,1.0951261950198619
2024-04-01,1.306894383857369,1.1723299263198474,1.073119649988865,1.1179972664512983,1.1485199276820877,1.1755833769824304,1.0792593291147528,1.1022976624862126,1.055529351028091,1.1044616367393087,1.02801883812933,1.0960287836188063
2024-05-01,1.3104341183424595,1.1741172398712743,1.0748585716124546,1.119131955068496,1.150667385012407,1.1773168429640313,1.0810081996949137,1.1032488431111995,1.0574152150600158,1.1054618474402391,1.0293429294569802,1.0969313722177507
2024-06-01,1.313683589300127,1.1759045534227013,1.0767566972516485,1.1202666436856936,1.1529863390406891,1.1790503089456323,1.0829171851504997,1.1042000237361866,1.0595462368517767,1.1064620581411695,1.0308184120339545,1.0978339608166952
2024-07-01,1.3168841229691448,1.177691866974128,1.078704859359813,1.1214013323028913,1.1550724224638835,1.1807837749272332,1.0847864695771468,1.1051512043611735,1.0617275030775055,1.1074622688421,1.0323406875481573,1.0987365494156396
2024-08-01,1.3197277443050268,1.1794791805255551,1.0808654898031214,1.122536020920089,1.1575781133106198,1.182517240908834,1.086869077309211,1.1061023849861606,1.0640307014176706,1.1084624795430305,1.0341509221418175,1.099639138014584
2024-09-01,1.3223754629089557,1.181266494076982,1.0831959220307459,1.1236707095372864,1.1601702157712745,1.184250706890435,1.0891220626754656,1.1070535656111475,1.0664133281861305,1.109462690243961,1.0362086206514267,1.1005417266135284
2024-10-01,1.325214521083207,1.183053807628409,1.0852889239788204,1.124805398154484,1.1623154773305902,1.185984172872036,1.0912265153903513,1.1080047462361347,1.0685625794119795,1.1104629009448914,1.0382108315326948,1.1014443152124729
2024-11-01,1.328232232534251,1.1848411211798358,1.0871544665339805,1.1259400867716818,1.1641201445055516,1.187717638853637,1.093102264287075,1.1089559268611215,1.0703105258766095,1.1114631116458218,1.040081770848084,1.1023469038114173
2024-12-01,1.3314383563246526,1.1866284347312628,1.0887843503413097,1.1270747753888795,1.1656718639819217,1.1894511048352379,1.0948319376570186,1.1099071074861087,1.0718261791430403,1.1124633223467524,1.0418140118644668,1.1032494924103617
