date,profit_share,P,P_12m_change,U_rate
2002-07-01,6.095,180.4333333333333,1.576360012077882,5.729781814879536
2002-10-01,6.711,181.5,2.2536062429198,5.84888587463864
2003-01-01,6.618,183.36666666666667,2.9762446289777866,5.872713570480819
2003-04-01,6.564,183.0666666666667,2.006016987171836,6.1504924746967475
2003-07-01,6.787,184.4333333333333,2.2166468738735956,6.104763895354431
2003-10-01,7.1370000000000005,185.13333333333333,2.0018402602853147,5.817986496357711
2004-01-01,8.008,186.70000000000002,1.8182720844726645,5.681732721216854
2004-04-01,8.232000000000001,188.16666666666666,2.7860008993731236,5.588871523640002
2004-07-01,8.472,189.36666666666667,2.675389628735969,5.433590168905069
2004-10-01,8.347999999999999,191.4,3.384951229497483,5.388829363001226
2005-01-01,9.919,192.36666666666667,3.0349137886791717,5.283661398229587
2005-04-01,10.004,193.66666666666666,2.924035982051199,5.10637262437835
2005-07-01,10.190000000000001,196.6,3.818642734175293,4.965623381125279
2005-10-01,10.564,198.4333333333333,3.6757348188830137,4.9540375817642515
2006-01-01,10.54,199.46666666666667,3.6916536531380166,4.720276395310607
2006-04-01,10.709,201.26666666666665,3.9242776239420594,4.6549785693897086
2006-07-01,10.781,203.16666666666666,3.3477698577253583,4.642776833860229
2006-10-01,10.345,202.33333333333334,1.9663363141878702,4.453612082638455
2007-01-01,9.739,204.317,2.431407752138126,4.524137349596036
2007-04-01,10.155,206.631,2.6651918733250644,4.495228413889935
2007-07-01,9.679,207.939,2.3497218317923174,4.657024296046244
2007-10-01,9.738,210.4896666666667,4.030926361559224,4.799228747435619
2008-01-01,9.014,212.76966666666667,4.137519491970795,4.983217281035923
2008-04-01,9.068,215.5376666666667,4.30938030168689,5.3213528370194885
2008-07-01,8.620999999999999,218.861,5.252949705189717,6.010331938903792
2008-10-01,5.293,213.84866666666667,1.6029157860064462,6.872238943027644
2009-01-01,7.8020000000000005,212.37766666666667,-0.18386721533766673,8.292011278714012
2009-04-01,8.34,213.50699999999998,-0.9404201794809312,9.280370637817114
2009-07-01,9.567,215.34399999999997,-1.606846477658504,9.60261074931073
2009-10-01,10.233,217.03,1.5015806678263186,9.911318566641244
2010-01-01,10.639999999999999,217.37400000000002,2.352873062057078,9.836864471988683
2010-04-01,10.419,217.29733333333334,1.7772934252725452,9.65670014871968
2010-07-01,10.874,217.93433333333334,1.2030894224088466,9.472374111561086
2010-10-01,10.761,219.69899999999998,1.2296776492499124,9.52381652920112
2011-01-01,9.861,222.04366666666667,2.1483077250634106,9.039863736530677
2011-04-01,10.157,224.56833333333336,3.346174825439803,9.074051811975863
2011-07-01,10.174999999999999,226.03266666666664,3.71583290017546,9.00492006052747
2011-10-01,10.551,227.04733333333334,3.3452557278883894,8.654054821839184
2012-01-01,12.051,228.32600000000002,2.829940020554996,8.262835499842106
2012-04-01,11.477,228.808,1.8883255866328552,8.180514611115504
2012-07-01,11.511000000000001,229.841,1.6843877645368543,8.011400186342017
2012-10-01,11.254,231.36933333333332,1.903734247539705,7.808171137849175
2013-01-01,11.0,232.29933333333335,1.7403164978267993,7.747210384270756
2013-04-01,10.903,232.045,1.4149968008844827,7.535131154485462
2013-07-01,10.986,233.29999999999998,1.5063384673969615,7.257356522531128
2013-10-01,11.129,234.1626666666667,1.2075025688146408,6.950507717042811
2014-01-01,10.747,235.621,1.4303094480960714,6.625235737438653
2014-04-01,11.146,236.87233333333333,2.0803515617601334,6.217567374079182
2014-07-01,11.295,237.47833333333332,1.791129063250237,6.080825545278757
2014-10-01,11.040999999999999,236.88833333333332,1.1647293611448155,5.710646752599394
2015-01-01,10.391,235.35500000000002,-0.11299790852150234,5.5278665600413355
2015-04-01,10.388,236.96,0.03685801286847923,5.432673555010865
2015-07-01,10.015,237.855,0.15861095706986758,5.110579432240705
2015-10-01,9.475,237.837,0.40088650970850165,5.041448969668134
2016-01-01,9.748,237.68933333333334,0.992132059419748,4.891650223004972
2016-04-01,9.969,239.59033333333332,1.110129582424683,4.91988877845938
2016-07-01,9.832,240.60733333333334,1.1574412742609101,4.885874562335924
2016-10-01,10.094,242.13466666666667,1.8070191165781753,4.779769028741639
2017-01-01,10.61,243.83866666666665,2.587317088715224,4.570456666340143
2017-04-01,10.391,244.12,1.8910441495454993,4.361578966404323
2017-07-01,10.468,245.287,1.9445980461082553,4.3195647869202825
2017-10-01,9.307,247.23833333333334,2.1077274456601014,4.176357816807878
2018-01-01,9.774,249.3216666666667,2.2485791879352477,4.0344431179773474
2018-04-01,10.025,250.679,2.686822867847271,3.93182212364815
2018-07-01,9.685,251.68633333333332,2.609701249415005,3.7902545985328673
2018-10-01,9.637,252.711,2.213913984075311,3.829917605619197
2019-01-01,9.687,253.38566666666665,1.6298790814225732,3.8483109333299876
2019-04-01,9.624,255.24733333333333,1.8225629733199078,3.649115932735383
2019-07-01,9.614,256.08933333333334,1.7494900832476217,3.6136521947497564
2019-10-01,9.67,257.888,2.048597188147997,3.5639452942981626
2020-01-01,9.311,258.7673333333333,2.125048030704598,3.8337563611150904
2020-04-01,9.389,256.326,0.42262091696625426,13.01417805537019
2020-07-01,11.777,259.2416666666667,1.230813106832862,8.808510288010554
2020-10-01,10.866000000000001,261.04966666666667,1.2258863937928484,6.74485407251208
2021-01-01,11.99,263.6703333333333,1.8955539727001074,6.238658973090497
2021-04-01,12.822,268.62266666666665,4.796731397411183,5.900515732358689
2021-07-01,12.343,272.89000000000004,5.264633205422046,5.089306196979795
2021-10-01,11.651,278.6803333333333,6.752718524059143,4.1991382545488545
2022-01-01,11.494,284.826,8.02203905445346,3.828794862544349
2022-04-01,11.951,291.7063333333333,8.591533244717471,3.6433221701237404
2022-07-01,11.363,295.509,8.28896559091609,3.5433724638009765
2022-10-01,10.603,298.44100000000003,7.094301677296019,3.5767178082871145
2023-01-01,10.791,301.20300000000003,5.7542454088060175,3.516795773830402
2023-04-01,10.888,303.46666666666664,4.038336823311369,3.55567469466734
2023-07-01,11.138,306.03433333333334,3.561518994608614,3.6864193904064204
2023-10-01,11.449,308.099,3.236143045758544,3.7849064115570528
2024-01-01,11.581,310.98966666666666,3.2489517064057267,3.8007071172807962
2024-04-01,11.762,313.1603333333333,3.194523289861362,3.965136337506783
2024-07-01,11.584999999999999,314.11366666666663,2.640768731456955,4.167877786960328
2024-10-01,12.217,316.52666666666664,2.7351660634350465,4.151998624310399
